Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:56, Призвать существо - Гаст
minecraft:spawn_egg:57, Призвать существо - Свинозомби
minecraft:spawn_egg:58, Призвать существо - Эндермен
minecraft:spawn_egg:59, Призвать существо - Пещерный паук
minecraft:spawn_egg:60, Призвать существо - Чешуйница
minecraft:spawn_egg:61, Призвать существо - Ифрит
minecraft:spawn_egg:62, Призвать существо - Адский слизень
minecraft:spawn_egg:65, Призвать существо - Летучая мышь
minecraft:spawn_egg:66, Призвать существо - Ведьма
minecraft:spawn_egg:90, Призвать существо - Свинья
minecraft:spawn_egg:91, Призвать существо - Овца
minecraft:spawn_egg:92, Призвать существо - Корова
minecraft:spawn_egg:93, Призвать существо - Курица
minecraft:spawn_egg:94, Призвать существо - Спрут
minecraft:spawn_egg:95, Призвать существо - Волк
minecraft:spawn_egg:96, Призвать существо - Мууухомор
minecraft:spawn_egg:98, Призвать существо - Оцелот
minecraft:spawn_egg:100, Призвать существо - Лошадь
minecraft:spawn_egg:120, Призвать существо - Житель
minecraft:spawn_egg:53, Призвать существо - Гигант
minecraft:spawn_egg:63, Призвать существо - Дракон Эндера
minecraft:spawn_egg:64, Призвать существо - Иссушитель
minecraft:spawn_egg:97, Призвать существо - Снеговик
minecraft:spawn_egg:99, Призвать существо - Железный голем
minecraft:spawn_egg:2500, Призвать существо - Ender Watcher
minecraft:spawn_egg:2501, Призвать существо - Crab
minecraft:spawn_egg:2502, Призвать существо - Undead Miner
minecraft:spawn_egg:2503, Призвать существо - King Crab
minecraft:spawn_egg:2504, Призвать существо - Desert Crawler
minecraft:spawn_egg:2505, Призвать существо - Cave Crawler
minecraft:spawn_egg:2506, Призвать существо - Jungle Dramcryx
minecraft:spawn_egg:2507, Призвать существо - Jungle Spider
minecraft:spawn_egg:2508, Призвать существо - Cyclops
minecraft:spawn_egg:2509, Призвать существо - Caveclops
minecraft:spawn_egg:2510, Призвать существо - Ancient Entity
minecraft:spawn_egg:2511, Призвать существо - Whale
minecraft:spawn_egg:2512, Призвать существо - Hell Spider
minecraft:spawn_egg:2513, Призвать существо - Scorcher
minecraft:spawn_egg:2514, Призвать существо - Ender Spider
minecraft:spawn_egg:2515, Призвать существо - Ender Triplets
minecraft:spawn_egg:2516, Призвать существо - Arid Warrior
minecraft:spawn_egg:2517, Призвать существо - Ayeraco Blue
minecraft:spawn_egg:2518, Призвать существо - Ayeraco Green
minecraft:spawn_egg:2519, Призвать существо - Ayeraco Purple
minecraft:spawn_egg:2520, Призвать существо - Ayeraco Red
minecraft:spawn_egg:2521, Призвать существо - Ayeraco Yellow
minecraft:spawn_egg:2522, Призвать существо - Enthralled Dramcryx
minecraft:spawn_egg:2523, Призвать существо - The Eye
minecraft:spawn_egg:2524, Призвать существо - Frost
minecraft:spawn_egg:2525, Призвать существо - King Of Scorchers
minecraft:spawn_egg:2526, Призвать существо - Rainbour
minecraft:spawn_egg:2527, Призвать существо - Rotatick
minecraft:spawn_egg:2528, Призвать существо - Shark
minecraft:spawn_egg:2529, Призвать существо - The Watcher
minecraft:spawn_egg:2530, Призвать существо - Wildfire
minecraft:spawn_egg:2531, Призвать существо - Glacon
minecraft:spawn_egg:2532, Призвать существо - Jack O Man
minecraft:spawn_egg:2533, Призвать существо - Livestock Merchant
minecraft:spawn_egg:2534, Призвать существо - Jungle Bat
minecraft:spawn_egg:2535, Призвать существо - Hell Pig
minecraft:spawn_egg:2536, Призвать существо - Kobblin
minecraft:spawn_egg:2537, Призвать существо - The Grue
minecraft:spawn_egg:2538, Призвать существо - Saguaro Worm
minecraft:spawn_egg:2539, Призвать существо - Pumpkin Spider
minecraft:spawn_egg:2540, Призвать существо - Liopleurodon
minecraft:spawn_egg:2547, Призвать существо - Eden Cadillion
minecraft:spawn_egg:2548, Призвать существо - Eden Tomo
minecraft:spawn_egg:2549, Призвать существо - Bunny
minecraft:spawn_egg:2550, Призвать существо - Angry Bunny
minecraft:spawn_egg:2551, Призвать существо - Weak Cori
minecraft:spawn_egg:2552, Призвать существо - Madivel
minecraft:spawn_egg:2553, Призвать существо - Greenfeet
minecraft:spawn_egg:2554, Призвать существо - Sun Archer
minecraft:spawn_egg:2555, Призвать существо - Wildwood Golem
minecraft:spawn_egg:2556, Призвать существо - Wildwood Tomo
minecraft:spawn_egg:2557, Призвать существо - Wildwood Cadillion
minecraft:spawn_egg:2558, Призвать существо - Epiphite
minecraft:spawn_egg:2559, Призвать существо - Behemoth
minecraft:spawn_egg:2560, Призвать существо - Mage
minecraft:spawn_egg:2561, Призвать существо - Spellbinder
minecraft:spawn_egg:2562, Призвать существо - Mystic
minecraft:spawn_egg:2563, Призвать существо - Sorcerer
minecraft:spawn_egg:2564, Призвать существо - Verek
minecraft:spawn_egg:2565, Призвать существо - Moon Wolf
minecraft:spawn_egg:2566, Призвать существо - Apalachia Cadillion
minecraft:spawn_egg:2567, Призвать существо - Apalachia Tomo
minecraft:spawn_egg:2568, Призвать существо - Apalachia Golem
minecraft:spawn_egg:2569, Призвать существо - Enchanted Warrior
minecraft:spawn_egg:2570, Призвать существо - Skythern Archer
minecraft:spawn_egg:2571, Призвать существо - Enchanted Archer
minecraft:spawn_egg:2572, Призвать существо - Twilight Archer
minecraft:spawn_egg:2573, Призвать существо - Samek
minecraft:spawn_egg:2574, Призвать существо - Skythern Golem
minecraft:spawn_egg:2575, Призвать существо - Skythern Cori
minecraft:spawn_egg:2576, Призвать существо - Skythern Fiend
minecraft:spawn_egg:2577, Призвать существо - Megalith
minecraft:spawn_egg:2578, Призвать существо - Mortum Cadillion
minecraft:spawn_egg:2579, Призвать существо - Demon Of Darkness
minecraft:spawn_egg:2580, Призвать существо - Baslisk
minecraft:spawn_egg:2581, Призвать существо - Soul Stealer
minecraft:spawn_egg:2582, Призвать существо - Densos
minecraft:spawn_egg:2583, Призвать существо - Reyvor
minecraft:spawn_egg:2584, Призвать существо - Twilight Demon
minecraft:spawn_egg:2585, Призвать существо - Soul Fiend
minecraft:spawn_egg:2586, Призвать существо - Vamacheron
minecraft:spawn_egg:2587, Призвать существо - Karot
minecraft:spawn_egg:2588, Призвать существо - Eternal Archer
minecraft:spawn_egg:2589, Призвать существо - Soul Spider
minecraft:spawn_egg:2590, Призвать существо - Alicanto
minecraft:spawn_egg:2591, Призвать существо - Fractite
minecraft:spawn_egg:2592, Призвать существо - Glacide
minecraft:spawn_egg:2593, Призвать существо - Hastreus
minecraft:spawn_egg:2594, Призвать существо - Frost Archer
minecraft:spawn_egg:2595, Призвать существо - Rollum
minecraft:spawn_egg:2596, Призвать существо - Frosty
minecraft:spawn_egg:2597, Призвать существо - Workshop Tinkerer
minecraft:spawn_egg:2598, Призвать существо - Workshop Merchant
minecraft:spawn_egg:2599, Призвать существо - Vermenous
minecraft:spawn_egg:2600, Призвать существо - Ent
minecraft:spawn_egg:2601, Призвать существо - Cymesoid
minecraft:spawn_egg:2602, Призвать существо - Dreamwrecker
minecraft:spawn_egg:2603, Призвать существо - Tocaxin
minecraft:spawn_egg:2604, Призвать существо - Shadahier
minecraft:spawn_egg:2605, Призвать существо - Acid Hag
minecraft:spawn_egg:2606, Призвать существо - Kazrotic
minecraft:spawn_egg:2607, Призвать существо - Helio
minecraft:spawn_egg:2608, Призвать существо - Gorgosion
minecraft:spawn_egg:2609, Призвать существо - Hoverstinger
minecraft:spawn_egg:2610, Призвать существо - Zone
minecraft:spawn_egg:2611, Призвать существо - Zoragon
minecraft:spawn_egg:2612, Призвать существо - Dissiment
minecraft:spawn_egg:2613, Призвать существо - Vhraak
minecraft:spawn_egg:2614, Призвать существо - Galroid
minecraft:spawn_egg:2615, Призвать существо - Lady Luna
minecraft:spawn_egg:2616, Призвать существо - Bohemite
minecraft:spawn_egg:2617, Призвать существо - Wreck
minecraft:spawn_egg:2618, Призвать существо - Biphron
minecraft:spawn_egg:2619, Призвать существо - Hive Queen
minecraft:spawn_egg:2620, Призвать существо - Hive Soldier
